 Air Date; Round; Category; Value; Question; Answer
12/01/2012;Jeopardy!;WORLD POTPOURRI;$800;In 1999 50,000 people protested in Seattle against this international business group;World Trade Organization (WTO)
12/01/2012;Jeopardy!;LITERARY CHARACTER PERSONAL TRAINER;$1,600;"Ok, Mr. ""Christmas Carol"" ghost! Time to use that chain you ""forged in life"", ""link by link"" for resistance work!";Jacob Marley
12/01/2012;Jeopardy!;SPELL IT: -ABLE OR -IBLE?;$800;Old Navy uses this adjective for solid-color shorts that are patterned when inside-out;R-E-V-E-R-S-I-B-L-E
12/01/2012;Jeopardy!;BUSINESS BIGGIES;$1000;This maker of Huggies & Kleenex started out in 1872 to manufacture newsprint from rags;Kimberly-Clark
12/01/2012;Jeopardy!;MEDAL OF FREEDOM ATHLETES;$1000;Jackie Robinson (posthumously) & this other trailblazing Robinson of baseball;Frank Robinson
12/01/2012;Jeopardy!;WORLD POTPOURRI;$1000;"Dr. Bob Pierce started this organization to help kids orphaned in the Korean War; today it helps kids all over the globe";World Vision
12/01/2012;Jeopardy!;LITERARY CHARACTER PERSONAL TRAINER;$1000;You're a big pig! (a Berkshire boar) & you may be pres. of the republic of animal farm, but it's time to work, pork chop!;Napoleon
12/01/2012;Jeopardy!;SPELL IT: -ABLE OR -IBLE?;$1000;"Unbearable, such as the ""acts"" passed by the British parliament in 1774";I-N-T-O-L-E-R-A-B-L-E
12/01/2012;Double Jeopardy!;SOLVE FOR EX;$400;Playboy playmate Crystal Harris called off her June 2011 nuptials to this 85-year-old just days before the wedding;Hugh Hefner
12/01/2012;Double Jeopardy!;HISTORY;$400;"(<a href=""http://www.j-archive.com/media/2012-01-12_DJ_06.jpg"" target=""_blank"">Jimmy of the Clue Crew shows a map on the monitor.</a>)  Before his death in 323 B.C., he expanded his empire until it stretched from the shores of the Mediterranean to the Indus River";Alexander the Great
12/01/2012;Double Jeopardy!;PIC THE CRITTER;$400;"The <a href=""http://www.j-archive.com/media/2012-01-12_DJ_21.jpg"" target=""_blank"">axolotl</a> is a salamander from this country south of the border";Mexico
12/01/2012;Double Jeopardy!;WINDMILLS;$400;With 627 turbines, the world's largest onshore wind farm is north of San Angelo in the wide-open west of this state;Texas
12/01/2012;Double Jeopardy!;U.S.A.;$400;We'll gamble you know this N.J. city boasts a 4.5-mile-long boardwalk that continues on into Ventnor city;Atlantic City
12/01/2012;Double Jeopardy!;"IT'S GOOD TO BE ""KING""";$400;This 17th century translation has become a standard for bibles;the King James version
12/01/2012;Double Jeopardy!;SOLVE FOR EX;$800;After 11 years of marriage, she & David Arquette announced a trial separation in 2010;Courtney Cox
12/01/2012;Double Jeopardy!;HISTORY;$800;"Then known as Upper Peru, this country gained independence in 1825; General Sucre soon became president";Bolivia
12/01/2012;Double Jeopardy!;PIC THE CRITTER;$800;"Sweater the details & name <a href=""http://www.j-archive.com/media/2012-01-12_DJ_22.jpg"" target=""_blank"">this</a> type of rabbit";the Angora
12/01/2012;Double Jeopardy!;WINDMILLS;$800;Windmills to pump this from the ground made it possible to settle large parts of the United States;water
12/01/2012;Double Jeopardy!;U.S.A.;$800;This Michigan city is the former HQ of the Seventh-Day Adventist church & is home to some famous cereals;Battle Creek
12/01/2012;Double Jeopardy!;"IT'S GOOD TO BE ""KING""";$800;Though Elizabeth was on the throne, Kingsley Amis titled his guide to correct usage this;the Kings English
12/01/2012;Double Jeopardy!;SOLVE FOR EX;$1200;"In 2011 this ""Dancing with the Stars"" alum & second man on the moon filed for divorce from his third wife";Buzz Aldrin
12/01/2012;Double Jeopardy!;HISTORY;$1200;In 1281 a sudden typhoon saved Japan from this Mongol's invasion force of 150,000 men;Kublai Khan
12/01/2012;Double Jeopardy!;PIC THE CRITTER;$1200;"Ferdinand Marcos would have known the animal seen <a href=""http://www.j-archive.com/media/2012-01-12_DJ_24.jpg"" target=""_blank"">here</a> is known as this country's tarsier; here's looking at you";the Philippines
12/01/2012;Double Jeopardy!;U.S.A.;$1200;There's no place like this Alaskan city, pop, 3,500, which faces Norton Sound of the Bering Sea;Nome
12/01/2012;Double Jeopardy!;"IT'S GOOD TO BE ""KING""";$1200;It means any large sum of money, such as the 150,000 marks paid to bring Richard I back to England in the 1190s;a king's ransom
12/01/2012;Double Jeopardy!;SOLVE FOR EX;$1600;This singer-songwriter said his tweeting too much was an issue in his breakup with Jennifer Aniston;John Mayer
12/01/2012;Double Jeopardy!;HISTORY;$1600;In June 38 A.D. this third Roman emperor had his dead sister Drusilla deified, the first Roman woman so honored;Caligula
12/01/2012;Double Jeopardy!;WINDMILLS;$1600;This French cabaret is named for a red windmill, & has one on its roof;the Moulin Rouge
12/01/2012;Double Jeopardy!;U.S.A.;$1600;Though home to the Jack Daniel's distillery, this Tennessee town is in a county that's been dry since prohibition;Lynchburg
12/01/2012;Double Jeopardy!;"IT'S GOOD TO BE ""KING""";$1600;In this 1996 film comedy, Woody Harrelson takes an Amish bowling prodigy under his wing;Kingpin
12/01/2012;Double Jeopardy!;SOLVE FOR EX;$2000;She found new love with Frederic Thiebaud, the man whose wife supposedly broke up her marriage to Mutt Lange;Shania Twain
12/01/2012;Double Jeopardy!;HISTORY;$3,000;In 1720 Victor Amadeus II of Savoy gave Sicily to Austria in exchange for this other large island;Sardinia
12/01/2012;Double Jeopardy!;PIC THE CRITTER;$2000;"Yes, yes!  It's the rodent-like lemur seen <a href=""http://www.j-archive.com/media/2012-01-12_DJ_27.jpg"" target=""_blank"">here</a>";the aye-aye
12/01/2012;Double Jeopardy!;WINDMILLS;$2000;"In 1886, before focusing on water lilies, he painted ""A Field of Tulips in Holland"" featuring a windmill";Monet
12/01/2012;Double Jeopardy!;U.S.A.;$3,000;From 1863 to 1865 this Northern Louisiana city served as the Confederate state capital;Shreveport
12/01/2012;Double Jeopardy!;"IT'S GOOD TO BE ""KING""";$2000;"This tragic title character laments, ""I am a man more sinned against than sinning""";King Lear
12/01/2012;Final Jeopardy!;WOMEN AUTHORS;None;1 of the 2 American women authors nominated for the Nobel Prize for Literature in 1938;Pearl S. Buck (or) Margaret Mitchell
09/01/2012;Jeopardy!;BEATLEWOMANIA;$200;"Lady Gaga was among the stars who joined her new ""plastic"" band for a 2010 rendition of ""Give Peace a Chance""";Yoko Ono
09/01/2012;Jeopardy!;THE FOOD CHAIN;$200;This convenience store was born when the Southland ice co. sold milk & eggs after grocery stores closed;7-11
09/01/2012;Jeopardy!;LABOR DAY FOR HERCULES;$200;"Hercules is often depicted wearing this animal's skin; killing the Nemean one was quite a labor";a lion
09/01/2012;Jeopardy!;"POINT THE ""FINGER""";$200;"The identification of the unique marks a gun leaves on a bullet is called ""ballistic"" this--no dusting required";a fingerprint
09/01/2012;Jeopardy!;SO VERY JANUARY 9;$200;1570: Suspecting a revolt in the city of Novgorod, this man captured the city & executed many there;Ivan the Terrible
09/01/2012;Jeopardy!;BEATLEWOMANIA;$400;"Ringo Starr wed first wife Maureen Cox in London in 1965; she'd been born in this Mersey River City in 1946";Liverpool
09/01/2012;Jeopardy!;THE FOOD CHAIN;$400;This company's first supercenter opened in 1988 & included a grocery & 36 departments of general merchandise;Wal-mart
09/01/2012;Jeopardy!;LABOR DAY FOR HERCULES;$400;Hercules used 2 rivers to clean these Augean structures;the stables
09/01/2012;Jeopardy!;"POINT THE ""FINGER""";$400;After dining on finger foods, dip your digits into one of these to clean off;a finger bowl
09/01/2012;Jeopardy!;SO VERY JANUARY 9;$400;2007: ending years of intense speculation, Apple introduced this product;the iPhone
09/01/2012;Jeopardy!;BEATLEWOMANIA;$600;"Buddy Clark's 1947 chart-topping song ""Linda"" was written about the future wife of this Beatle (when she was 5 years old)";Paul McCartney
09/01/2012;Jeopardy!;THE FOOD CHAIN;$600;Starting in 1980 as a small store in Austin, today this grocery chain is one of the world's leaders in organic & natural foods;Whole Foods
09/01/2012;Jeopardy!;LABOR DAY FOR HERCULES;$600;For his last labor, Hercules had to go to Hades & subdue this canine that had a dragon for a tail;Cerberus
09/01/2012;Jeopardy!;"POINT THE ""FINGER""";$600;The lunula is the small white crescent-moon-shaped part of one of these;fingernails
09/01/2012;Jeopardy!;SO VERY JANUARY 9;$600;1987: this country's forces launched a major offensive against the Iraqi city of Basra;Iran
09/01/2012;Jeopardy!;BEATLEWOMANIA;$800;"""Half of what I say is meaningless"", John Lennon sang on ""Julia"", which bears the name of this woman in his life";his mother
09/01/2012;Jeopardy!;THE FOOD CHAIN;$800;Established in 1859, this transoceanic supermarket merged with Pathmark in 2007;A&P (Atlantic & Pacific)
09/01/2012;Jeopardy!;LABOR DAY FOR HERCULES;$800;"Hercules went to the ends of the earth to get these; maybe he wanted his tarte tatin to taste just right";(The Golden) Apples (of the Hesperides)
09/01/2012;Jeopardy!;A BUCKET LIST;$800;Taste a thousand-dollar bottle of wine from this chateau bought by a Rothschild in 1868;(Chateau) Lafitte
09/01/2012;Jeopardy!;"POINT THE ""FINGER""";$800;Close basketball shot from the tip of the hand into the basket;a finger roll
09/01/2012;Jeopardy!;SO VERY JANUARY 9;$800;1861: this state seceded, prompting Jefferson Davis to leave the U.S. Senate;Mississippi
09/01/2012;Jeopardy!;BEATLEWOMANIA;$1000;"Before she was married to Eric Clapton, George Harrison wrote the song ""Something"" about her";Pattie Boyd
09/01/2012;Jeopardy!;THE FOOD CHAIN;$1000;"This company, stock symbol WINN on the NASDAQ, got its name ""because of"" acquisitions";Winn-Dixie
09/01/2012;Jeopardy!;LABOR DAY FOR HERCULES;$800;Hercules hunted down a brass-hooved stag that was sacred to this goddess;Diana
09/01/2012;Jeopardy!;A BUCKET LIST;$1000;Learn to speak Romansch & these 3 other official languages of Switzerland;German, French & Italian
09/01/2012;Jeopardy!;"POINT THE ""FINGER""";$1000;Elmira Corning Regional Airport is one gateway to this scenic region;the Finger Lakes
09/01/2012;Jeopardy!;SO VERY JANUARY 9;$1000;1960: construction began on the high dam at this Egyptian location;Aswan
09/01/2012;Double Jeopardy!;THE SEA AROUND US;$400;"The song ""this land is your land"" mentions these waters, a warm ocean current flowing in the North Atlantic";the Gulf Stream waters
09/01/2012;Double Jeopardy!;WHAT'S NEXT?;$400;Apollo missions that landed on the moon: 11, 12, this;14
09/01/2012;Double Jeopardy!;'ROUND MIDNIGHT;$400;"In 1861 this poet wrote about ""The Midnight Ride of Paul Revere""";Longfellow
09/01/2012;Double Jeopardy!;FELONIOUS MONKS;$400;In 1589 a fanatical monk named Jacques Clement assassinated this country's reigning King Henry III;France
09/01/2012;Double Jeopardy!;THE SEA AROUND US;$800;"(<a href=""http://www.j-archive.com/media/2012-01-09_DJ_17.jpg"" target=""_blank"">Kelly of the Clue Crew reports from Australia.</a>)  This section of water known as the Backpacker's Express carries unwary tourists out to sea; it's one of these currents, similar to an undertow, that draws water away from shore";a rip current
09/01/2012;Double Jeopardy!;WHAT'S NEXT?;$800;On the periodic table: carbon, nitrogen, this;oxygen
09/01/2012;Double Jeopardy!;'ROUND MIDNIGHT;$800;"This poem begins, ""Once upon a midnight dreary""";"""The Raven"""
09/01/2012;Double Jeopardy!;FELONIOUS MONKS;$800;"John de Roma is one of the brutal monks in the 16th C. Protestant ""Book of"" these people who died for their faith";Martyrs
09/01/2012;Double Jeopardy!;THE SEA AROUND US;$1200;It's hard to visit, but this deepest trench, in the Pacific Ocean, was designated a U.S. national monument;the Mariana Trench
09/01/2012;Double Jeopardy!;BROADCASTER NEWS;$1200;"Here's the ""situation "": this anchor began his career in 1972 working for Reuters in Tel Aviv";(Wolf) Blitzer
09/01/2012;Double Jeopardy!;WEIRD WORDS;$1200;A cruciverbalist is someone who engages in this endeavor;crosswords
09/01/2012;Double Jeopardy!;WHAT'S NEXT?;$1200;White House state dinner May 7, 2007: soup, fish, meat, this course;salad
09/01/2012;Double Jeopardy!;'ROUND MIDNIGHT;$1,200;"""Midnight's Children"" by Salman Rusdie tells of the post-colonial era in this nation where Rushdie was born";India
09/01/2012;Double Jeopardy!;FELONIOUS MONKS;$1200;"Friar vicente de Valverde gave Atahuallpa the choice of death by fire or garrote; he chose the latter & this empire ended";the Incan Empire
09/01/2012;Double Jeopardy!;THE SEA AROUND US;$1600;The gulf of Volos or Pagasai, anciently called sinus pagasaeus, is an arm of this sea;the Aegean
09/01/2012;Double Jeopardy!;BROADCASTER NEWS;$1600;"This ""current"" newsman wrote the book ""The Worst Person in the World: and 202 Strong Contenders""";Keith Olbermann
09/01/2012;Double Jeopardy!;WEIRD WORDS;$1600;Seen in rodeos, estrapade is a horse's attempt to remove this;its rider
09/01/2012;Double Jeopardy!;WHAT'S NEXT?;$1600;States, alphabetically: New Mexico, New York, this;North Carolina
09/01/2012;Double Jeopardy!;'ROUND MIDNIGHT;$1600;"""The Book"" gift shop in Savannah, Georgia offers souvenirs associated with this John Berendt bestseller";Midnight in the Garden of Good and Evil
09/01/2012;Double Jeopardy!;FELONIOUS MONKS;$1,200;"AKA Saloth Sar, he was a novice monk in Cambodia before becoming infamous for ""Killing Fields""";Pol Pot
09/01/2012;Double Jeopardy!;THE SEA AROUND US;$2000;"This is a measure of certain minerals in the water; for the deep waters of the Dead Sea, it's about 332 parts per thousand";salinity
09/01/2012;Double Jeopardy!;BROADCASTER NEWS;$2000;"(<a href=""http://www.j-archive.com/media/2012-01-09_DJ_23.jpg"" target=""_blank"">Hi.  I'm Chris Matthews.</a>)  In 2004 I received the award for excellence in broadcast journalism named for this longtime news <a href=""http://www.j-archive.com/media/2012-01-09_DJ_23a.jpg"" target=""_blank"">partner</a> of Chet Huntley";David Brinkley
09/01/2012;Double Jeopardy!;WEIRD WORDS;$2000;Want to open your veuve clicquot with style? Try sabrage, where you use one of these;a sword
09/01/2012;Double Jeopardy!;WHAT'S NEXT?;$2000;Geologic time eras: Paleozoic, Mesozoic, this;Cenozoic
09/01/2012;Double Jeopardy!;'ROUND MIDNIGHT;$2000;James Leo Herlihy wrote this 1965 novel about Joe Buck, who tries to make it in New York as a stud for hire;Midnight Cowboy
09/01/2012;Double Jeopardy!;FELONIOUS MONKS;$2000;As the first Grand Inquisitor in Spain, this Dominican authorized torture;Torquemada
09/01/2012;Final Jeopardy!;RECENT FILMS;None;An early scene in this 2011 film is set in Tonsberg, Norway in the year 965 A.D.;Thor
13/01/2012;Jeopardy!;STATE LICENSE PLATE SLOGANS;$200;"""Sweet home...""";Alabama
13/01/2012;Jeopardy!;WORDS THAT SHOULD RHYME;$200;A sand-trapped pastime & Little Red Riding Hood's nemesis;golf & wolf
13/01/2012;Jeopardy!;FROM PAGE TO SCREEN;$200;This animated 2001 movie about a green ogre was based on a William Steig story;Shrek
13/01/2012;Jeopardy!;MAKING CONNECTIONS;$200;This country's longest bridge at 8 miles connects New Brunswick & Prince Edward Island;Canada
13/01/2012;Jeopardy!;GLUTEN-FREE FOODS;$200;There's an octet of veggies in this alphanumeric brand's vegetable juice, but no gluten;V-8
13/01/2012;Jeopardy!;FLOAT SAM & JET SAM;$200;In 1613 British Admiral Samuel Argall sailed up the Potomac & captured this Indian woman;Pocahontas
13/01/2012;Jeopardy!;STATE LICENSE PLATE SLOGANS;$400;"""The Empire State...""";New York
13/01/2012;Jeopardy!;WORDS THAT SHOULD RHYME;$400;A direction on a map & what proverbially is wasted on the young;south & youth
13/01/2012;Jeopardy!;FROM PAGE TO SCREEN;$400;This beloved novel was made into a film yet again in 2011, this time with Michael Fassbender as Mr. Rochester;Jane Eyre
13/01/2012;Jeopardy!;MAKING CONNECTIONS;$400;"(<a href=""http://www.j-archive.com/media/2012-01-13_J_17.jpg"" target=""_blank"">Jimmy of the Clue Crew ties some rope together</a>) All things are relative with this type of knot, also called a lubber's knot";a granny knot
13/01/2012;Jeopardy!;GLUTEN-FREE FOODS;$400;This classic canned meat from Hormel that debuted in 1937 has no gluten;spam
13/01/2012;Jeopardy!;FLOAT SAM & JET SAM;$400;Air Force vet Sam Johnson, ranked in 2011 as most conservative congressman, spent 7 years as a P.O.W. in this city;Hanoi
13/01/2012;Jeopardy!;STATE LICENSE PLATE SLOGANS;$600;"""Sportsman's Paradise""";Louisiana
13/01/2012;Jeopardy!;WORDS THAT SHOULD RHYME;$600;A type of beer & another word for a bet;lager & wager
13/01/2012;Jeopardy!;FROM PAGE TO SCREEN;$600;"He played an attorney in both ""A Time To Kill"" & ""The Lincoln Lawyer"", both based on bestsellers";(Matthew) McConaughey
13/01/2012;Jeopardy!;MAKING CONNECTIONS;$600;The body's connective tissue includes these connecting bone to bone, like the transverse carpal one;ligaments
13/01/2012;Jeopardy!;GLUTEN-FREE FOODS;$600;In the U.S., this soda is gluten free, as its Vanilla Zero version;Coca-cola
13/01/2012;Jeopardy!;FLOAT SAM & JET SAM;$1,000;From 1937 to 1940 Samuel Eliot Morison researched a 450th anniversary bio by retracing this man's voyages;Christopher Columbus
13/01/2012;Jeopardy!;STATE LICENSE PLATE SLOGANS;$800;"""Greatest Snow On Earth""";Utah
13/01/2012;Jeopardy!;WORDS THAT SHOULD RHYME;$800;A billfold & a wooden hammer;a wallet & a mallet
13/01/2012;Jeopardy!;FROM PAGE TO SCREEN;$800;"This 2010 film about trapped hiker Aron Ralston was based in part on his memoir ""Between A Rock And A Hard Place""";127 Hours
13/01/2012;Jeopardy!;MAKING CONNECTIONS;$800;A baby who hasn't yet got the hang of breast-feeding is said to have problems doing this;latching on (or positioning)
13/01/2012;Jeopardy!;GLUTEN-FREE FOODS;$800;Don't despair: gluten-free candies from Nestle include the Butterfinger bar & these chocolate-covered peanuts;Goobers
13/01/2012;Jeopardy!;FLOAT SAM & JET SAM;$800;U.S. Army pilot Sam Gemar flew on 3 Space Shuttle missions, starting with this alphabetically first craft;Atlantis
13/01/2012;Jeopardy!;STATE LICENSE PLATE SLOGANS;$1000;"""Unbridled Spirit""";Kentucky
13/01/2012;Jeopardy!;WORDS THAT SHOULD RHYME;$1000;Not sharp & a cow's mate;dull & bull
13/01/2012;Jeopardy!;FROM PAGE TO SCREEN;$1000;"""Blade Runner"" & ""The Adjustment Bureau"" were based on works by this writer";Philip K. Dick
13/01/2012;Jeopardy!;MAKING CONNECTIONS;$1000;"In ""Sixteen Candles"" the geek predicts, ""Me and her will"" do this, the connection of a computer & an outside entity";interface
13/01/2012;Jeopardy!;GLUTEN-FREE FOODS;$1000;"This yogurt brand, known in France as ""The Little Flower"" has many gluten-free flavors, including strawberry kiwi";Yoplait
13/01/2012;Jeopardy!;FLOAT SAM & JET SAM;$1000;Capt. Samuel Hood of the Zealous helped Nelson win the 1798 battle of this river, also called the Battle of Aboukir Bay;the Nile
13/01/2012;Double Jeopardy!;LAKES & RIVERS;$400;"The name of Mille Lacs, a lake in this state, means ""1,000 lakes""; sounds like an undercount";Minnesota
13/01/2012;Double Jeopardy!;COLLEGES & UNIVERSITIES;$400;Bill Clinton was elected freshman & sophomore class president at this D.C. school but lost his bid for student body pres.;Georgetown
13/01/2012;Double Jeopardy!;POETS & POETRY;$400;"In the 1380s this English poetry pioneer dedicated his verse romance ""Troilus And Criseyde"" to fellow poet John Gower";Jeffery Chaucer
13/01/2012;Double Jeopardy!;THIS & THAT;$400;Greek myth says the goddess Eris not getting an invite to Peleus & Thetis' wedding feast helped lead to this war;the Trojan War
13/01/2012;Double Jeopardy!;"""AND""";$400;"Developed by the Open Handset Alliance, this platform brings ""internet-style innovation... to mobile phones""";Android
13/01/2012;Double Jeopardy!;ROCK & ROLL;$400;"Chrissie Hynde of this group said she wasn't trying to set an example, ""I just wanted to play guitar in a rock & roll band""";the Pretenders
13/01/2012;Double Jeopardy!;LAKES & RIVERS;$800;Major ports on this river include Yaroslavl, Nizhny Novgorod & Rybinsk;the Volga
13/01/2012;Double Jeopardy!;COLLEGES & UNIVERSITIES;$800;"This university was founded in Ithaca, New York in 1865; today, other campuses are in NYC & Qatar";Cornell
13/01/2012;Double Jeopardy!;POETS & POETRY;$800;"Southey wrote, ""His coat was red, and his breeches were blue, and there was a hole where his tail came through""";the devil
13/01/2012;Double Jeopardy!;THIS & THAT;$800;From 1877 to 1901 she also held the title of Empress of India;Queen Victoria
13/01/2012;Double Jeopardy!;"""AND""";$800;Adjective meaning having both male & female characteristics;androgenous
13/01/2012;Double Jeopardy!;ROCK & ROLL;$800;"Dave Grohl recorded this band's 1995 debut album by himself, but has lots of help on 2011's ""Wasting Light""";the Foo Fighters
13/01/2012;Double Jeopardy!;LAKES & RIVERS;$1200;Crack open a Brazil nut & tell us of your time as a captain on the Rio Madeira, a major tributary of this river;the Amazon
13/01/2012;Double Jeopardy!;COLLEGES & UNIVERSITIES;$1200;Geeks can hoop! (Eventually!) In 2007 the men at this Pasadena university snapped an 11-year, 207-game losing streak;Cal Tech
13/01/2012;Double Jeopardy!;POETS & POETRY;$1200;"Robert Louis Stevenson's green thumb produced the classic ""A Child's"" this ""Of Verses""";Garden
13/01/2012;Double Jeopardy!;THIS & THAT;$1200;"Prince Borghese was victorious in a 1907 Beijing to Paris race using these; winning time, 61 days";automobiles
13/01/2012;Double Jeopardy!;"""AND""";$1200;"Name of the symbol seen in all the category titles on the board except ""AND""";an ampersand
13/01/2012;Double Jeopardy!;ROCK & ROLL;$1200;"Paul Simonon is smashing his bass on the cover of this group's ""London Calling""";the Clash
13/01/2012;Double Jeopardy!;LAKES & RIVERS;$1,800;This long river with a short name rises in the Cottian Alps & empties into the Adriatic;the Po
13/01/2012;Double Jeopardy!;COLLEGES & UNIVERSITIES;$1600;Ernest Rutherford was working at this Montreal university when he explained how radioactivity works;McGill
13/01/2012;Double Jeopardy!;POETS & POETRY;$3,500;Rhyme entered European poetry in the Middle Ages in part from this language in use in the region of Al Andalus in Spain;Arabic
13/01/2012;Double Jeopardy!;THIS & THAT;$1600;This 1831 literary title character preferred single gypsy women & was a tough guy to buy shirts for;Quasimoto
13/01/2012;Double Jeopardy!;"""AND""";$1600;This spicy sausage is a jambalaya staple;andouille
13/01/2012;Double Jeopardy!;ROCK & ROLL;$1600;"Fans offer Thanksgiving for Dolores O'Riordan, lead singer of this band with the hit ""Linger""";the Cranberries
13/01/2012;Double Jeopardy!;COLLEGES & UNIVERSITIES;$2000;In 1900 the founder of this Houston university was suffocated by his valet & a lawyer out to steal his fortune;Rice
13/01/2012;Double Jeopardy!;POETS & POETRY;$2000;"As a poet, this author of the prose work ""Decameron"" made the rhyme scheme Ottava Rima standard in Italian";Bacaccio
13/01/2012;Double Jeopardy!;THIS & THAT;$2000;"In names of cat breeds, this ""kingly"" word follows devon & Cornish";Rex
13/01/2012;Double Jeopardy!;"""AND""";$2000;One of a pair of metal stands for holding logs in a fireplace;andirons
13/01/2012;Double Jeopardy!;ROCK & ROLL;$2000;"A song by the Bonzo Dog Band gave this ""I Will Possess Your Heart"" group its grisly name";Death Cab for Cutie
13/01/2012;Final Jeopardy!;PRESIDENTIAL RUNNING MATES;None;The traditional inaugural lunch for this president & V.P. featured boiled stuffed lobster & prime ribs of beef au jus;JFK & LBJ
25/01/2012;Jeopardy!;CHILD-REARING;$200;Also called a binky, this comforting device can be an orthodontic issue once baby teeth start falling out;a pacifier
25/01/2012;Jeopardy!;TV TO MOVIE ROLES;$200;Anjelica Huston played Morticia to Raul Julia's Gomez in this 1991 flick;The Addams Family
25/01/2012;Jeopardy!;MUSCLE CARS;$200;John Lingenfelter remodeled this iconic Chevy sports car to go 0-60 in under 2 seconds & even race an F-18;a Corvette
25/01/2012;Jeopardy!;20th CENTURY WORDS & PHRASES;$200;"A scientist came up with this blended word after reading a paper on ""'fog and smoke""";smog
25/01/2012;Jeopardy!;BIRD BOOKS;$200;"This book says, ""I thought Jem and I would get grown but there wasn't much else left for us to learn, except possibly algebra""";To Kill a Mockingbird
25/01/2012;Jeopardy!;"EUROP""A""";$200;The Kifisos & Ilisos rivers flow through this capital;Athens
25/01/2012;Jeopardy!;CHILD-REARING;$400;"Michele Bachmann gave her biological children this schooling; the state wouldn't let her do it with her foster kids";homeschooling
25/01/2012;Jeopardy!;TV TO MOVIE ROLES;$400;"In 2008, in addition to his ""Office"" job, he played secret agent Maxwell Smart";Steve Carell
25/01/2012;Jeopardy!;MUSCLE CARS;$400;A Plymouth named for this Warner Bros. cartoon character even had the horn sound to match;the Road Runner
25/01/2012;Jeopardy!;20th CENTURY WORDS & PHRASES;$400;This 2-word term for the idea that a computer could think like a human was coined in the 1950s;artificial intelligence
25/01/2012;Jeopardy!;BIRD BOOKS;$400;Larry McMurtry won a Pulitzer for this western;Lonesome Dove
25/01/2012;Jeopardy!;"EUROP""A""";$400;Montenegro is on this country's northern border & Greece is on its southern one;Albania
25/01/2012;Jeopardy!;CHILD-REARING;$600;Ferberizing is a controversial method for this part of baby's day;the nighttime (or sleep time)
25/01/2012;Jeopardy!;TV TO MOVIE ROLES;$600;"When ""The Dukes of Hazzard"" hit the big screen, she wore the short shorts as Daisy Duke";Jessica Simpson
25/01/2012;Jeopardy!;MUSCLE CARS;$600;The 1968 Dart GTS was a muscle car from this maker;Dodge
25/01/2012;Jeopardy!;20th CENTURY WORDS & PHRASES;$600;This word for a large self-service store that sells household goods as well as groceries hit the shelves in 1933;a supermarket
25/01/2012;Jeopardy!;BIRD BOOKS;$2,400;A 1993 raid in Mogadishu that left 18 American soldiers dead is chronicled in this book by journalist Mark Bowden;Black Hawk Down
25/01/2012;Jeopardy!;"EUROP""A""";$600;There's a Welford-on- & a Bidford-on- this English river;the Avon
25/01/2012;Jeopardy!;CHILD-REARING;$800;"TV, play dates & grades below ""A"" were no-nos for the kids of Amy Chua, author of ""Battle Hymn of"" her";a Tiger Mother
25/01/2012;Jeopardy!;TV TO MOVIE ROLES;$800;This TV cop duo was played on the big screen by Ben Stiller & Owen Wilson;Starsky & Hutch
25/01/2012;Jeopardy!;MUSCLE CARS;$800;In the '60s Ford named a fastback after this newly opened Alabama speedway;Talladega
25/01/2012;Jeopardy!;20th CENTURY WORDS & PHRASES;$800;This 9-letter word popped up for a place where you could enjoy a beverage or a light meal while using your computer;a cybercafe
25/01/2012;Jeopardy!;BIRD BOOKS;$800;"Maya Angelou dedicated this book to ""all the strong black birds of promise who defy the odds...and sing their songs""";I Know Why the Caged Bird Sings
25/01/2012;Jeopardy!;"EUROP""A""";$800;They extend from the Mediterranean near Nice to the plain of the Danube;the Alps
25/01/2012;Jeopardy!;CHILD-REARING;$1000;2 uses of this term are exercise on horizontal bars at the playground & a type of training pants;pull-ups
25/01/2012;Jeopardy!;TV TO MOVIE ROLES;$1000;"In 1997 he was George of the Jungle; in 1999, Dudley Do-Right";Brendan Fraser
25/01/2012;Jeopardy!;MUSCLE CARS;$1000;"V-8 engines with major displacement are alliteratively called ""big"" this";big block
25/01/2012;Jeopardy!;20th CENTURY WORDS & PHRASES;$1000;"It follows ""sex"" to mean a certain urge; once the computer age hit, it also followed ""hard""";drive
25/01/2012;Jeopardy!;BIRD BOOKS;$1000;"Some took flight with this 1970 allegory by Richard Bach; others felt it was bird-brained";Jonathan Livingston Seagull
25/01/2012;Jeopardy!;"EUROP""A""";$1000;"The name of this resort town 20 miles southeast of Naples is often found between ""the"" & ""coast""";the Amalfi Coast
25/01/2012;Double Jeopardy!;PLANT SCIENCE;$400;This poisonous herb that was fatal to Socrates is a member of the parsley family;hemlock
25/01/2012;Double Jeopardy!;THE BAND IS REALLY COOKING;$400;"Many years apart, Willie ""The Lion"" Smith & Weezer recorded songs called ""Pork &"" these";"""Beans"""
25/01/2012;Double Jeopardy!;"STARTS WITH ""Z""";$400;"Before ""out"", it means to eliminate an item from a budget";zero
25/01/2012;Double Jeopardy!;IN THE MAGAZINE;$400;Q&A: Eddie Vedder, Rock & Roll, Random Notes;Rolling Stone
25/01/2012;Double Jeopardy!;PRESIDENTIAL RE-ELECTIONS;$400;This man won D.C. & (by 3,700 votes) Minnesota & that's it as Reagan won re-election;Mondale
